start_node,end_species,loss_summary,first_loss_after_node,gd_count,tree_gd_IDs,gene1_IDs,gene2_IDs,path_string,end_copy_number,S28,S27,S26,S25,S24,S23,S22,S21,S20,S19,S18,S17,S16,S15,S14,S13,S12,S11,S10,S9,S8,S7,S6,S5,S4,S3,S2,S1,S0,DUN,CHL,MAR,CER,GIN,AMB,NYM,BRA,ORY,ASP,CIN,LIR,AQU,COF,SOL,MIM,HEL,ACT,VIT,POP,ARA,PRU,CUC,PHA,GLY,MED,ARH,ARI,ARD,CEC
S27,ARI,Lost after S24,S24,1,OG0001267_162-101,NA,LOC107624247,S27(2)->S26(2)->S25(2)->S24(2)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S13(1)->S12(1)->ARI(1),1,NA,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
S27,ARI,No duplicate lost,NA,7,OG0000652_249-49;OG0000667_246-84;OG0001289_160-124;OG0001289_160-125;OG0002437_101-178;OG0002522_99-214;OG0002523_99-216,LOC107629120;LOC107625651;LOC107623189;LOC107609024;LOC107630415;LOC107630471;LOC107644476,LOC107625212;LOC107605626;LOC107644723;LOC107623189;LOC107612912;LOC107643656;LOC107619201,S27(2)->S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->S12(2)->ARI(2),2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
S26,ARI,Lost after S19,S19,1,OG0001266_162-96,NA,LOC107638974,S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S13(1)->S12(1)->ARI(1),1,NA,NA,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
S26,ARI,No duplicate lost,NA,2,OG0001266_162-97;OG0002471_100-196,LOC107604630;LOC107627879,LOC107638974;LOC107606111,S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->S12(2)->ARI(2),2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
S25,ARI,Lost after S23,S23,3,OG0002440_101-179;OG0002522_99-213;OG0004494_64-237,NA,LOC107625833;LOC107630471;LOC107644213,S25(2)->S24(2)->S23(2)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S13(1)->S12(1)->ARI(1),1,NA,NA,NA,2,2,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
S25,ARI,Lost after S21,S21,1,OG0001318_157-172,NA,LOC107617814,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S13(1)->S12(1)->ARI(1),1,NA,NA,NA,2,2,2,2,2,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
S25,ARI,Lost after S19,S19,1,OG0000657_248-55,NA,LOC107623190,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S13(1)->S12(1)->ARI(1),1,NA,NA,NA,2,2,2,2,2,2,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
S25,ARI,Lost after S16,S16,2,OG0000658_248-66;OG0001297_159-145,NA,LOC107623443;LOC107624847,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(1)->S14(1)->S13(1)->S12(1)->ARI(1),1,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
S25,ARI,Lost after S14,S14,1,OG0001277_161-115,NA,LOC107617942,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(1)->S12(1)->ARI(1),1,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
S25,ARI,No duplicate lost,NA,10,OG0000631_253-19;OG0000633_253-24;OG0000657_248-54;OG0000657_248-56;OG0001270_161-104;OG0001280_161-119;OG0001319_157-175;OG0002462_100-186;OG0002506_99-204;OG0002508_99-206,LOC107622644;LOC107609299;LOC107604659;LOC107618026;LOC107628457;LOC107638629;LOC107617664;LOC107635334;LOC107626647;LOC107613779,LOC107622775;LOC107628103;LOC107623190;LOC107609950;LOC107642443;LOC107642760;LOC107631498;LOC107623428;LOC107638237,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->S12(2)->ARI(2),2,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
S24,ARI,Lost after S21,S21,1,OG0000665_247-68,LOC107637527,NA,S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S13(1)->S12(1)->ARI(1),1,NA,NA,NA,NA,2,2,2,2,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
S24,ARI,Lost after S20,S20,1,OG0001277_161-114,NA,LOC107617942,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S13(1)->S12(1)->ARI(1),1,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
S24,ARI,No duplicate lost,NA,9,OG0000631_253-18;OG0000637_252-30;OG0000667_246-83;OG0001294_159-129;OG0001299_159-148;OG0001307_159-154;OG0001309_158-158;OG0001317_157-167;OG0002511_99-208,LOC107633879;LOC107635616;LOC107609346;LOC107615517;LOC107645851;LOC107648739;LOC107617134;LOC107605039;LOC107632281,LOC107622775;LOC107638763;LOC107610198;LOC107613305;LOC107604836;LOC107618028;LOC107630096;LOC107605260;LOC107618688,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->S12(2)->ARI(2),2,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
S22,ARI,Lost after S22,S22,1,OG0001299_159-147,LOC107645851,NA,S22(2)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S13(1)->S12(1)->ARI(1),1,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
S22,ARI,Lost after S21,S21,1,OG0000637_252-25,LOC107606131,NA,S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S13(1)->S12(1)->ARI(1),1,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
S20,ARI,Lost after S16,S16,1,OG0000658_248-62,NA,LOC107617295,S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(1)->S14(1)->S13(1)->S12(1)->ARI(1),1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
S20,ARI,No duplicate lost,NA,2,OG0000665_247-77;OG0001307_159-153,LOC107630086;LOC107618028,LOC107623790;LOC107632348,S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->S12(2)->ARI(2),2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
S19,ARI,Lost after S19,S19,1,OG0000633_253-22,NA,NA,S19(2)->S18(1)->S17(1)->S16(0)->S15(0)->S14(0)->S13(0)->S12(0)->ARI(0),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
S19,ARI,Lost after S16,S16,2,OG0000652_249-46;OG0001294_159-127,NA,LOC107629120;LOC107642289,S19(2)->S18(2)->S17(2)->S16(2)->S15(1)->S14(1)->S13(1)->S12(1)->ARI(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
S19,ARI,Lost after S16,S16,1,OG0000658_248-63,NA,NA,S19(2)->S18(2)->S17(2)->S16(2)->S15(0)->S14(0)->S13(0)->S12(0)->ARI(0),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
S19,ARI,Lost after S15,S15,2,OG0000648_249-34;OG0001277_161-113,NA,LOC107631779;LOC107617942,S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(1)->S13(1)->S12(1)->ARI(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
S19,ARI,Lost after S14,S14,2,OG0000637_252-29;OG0001278_161-117,LOC107638763,LOC107632142,S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(1)->S12(1)->ARI(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
S19,ARI,Lost after S13,S13,1,OG0000633_253-23,NA,LOC107628103,S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->S12(1)->ARI(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
S19,ARI,Lost after S12,S12,1,OG0000651_249-37,NA,LOC107614810,S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->S12(2)->ARI(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
S19,ARI,No duplicate lost,NA,9,OG0000648_249-32;OG0000657_248-52;OG0000667_246-79;OG0001259_162-89;OG0001272_161-109;OG0001307_159-152;OG0001311_158-164;OG0001318_157-171;OG0004494_64-236,LOC107606280;LOC107630000;LOC107625651;LOC107626254;LOC107648584;LOC107632348;LOC107647457;LOC107617814;LOC107609879,LOC107617331;LOC107623190;LOC107610013;LOC107630136;LOC107642841;LOC107648216;LOC107605552;LOC107633517;LOC107644213,S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->S12(2)->ARI(2),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
S15,ARI,No duplicate lost,NA,4,OG0000629_253-12;OG0000652_249-45;OG0000665_247-67;OG0001267_162-100,LOC107619609;LOC107613469;LOC107637527;LOC107624247,LOC107618360;LOC107629120;LOC107638600;LOC107648068,S15(2)->S14(2)->S13(2)->S12(2)->ARI(2),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
S14,ARI,Lost after S14,S14,5,OG0000631_253-17;OG0001259_162-87;OG0001272_161-108;OG0001294_159-128;OG0001309_158-155,LOC107626254;LOC107642841,LOC107622775;LOC107615517;LOC107617134,S14(2)->S13(1)->S12(1)->ARI(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
S14,ARI,Lost after S12,S12,4,OG0001307_159-150;OG0002442_101-180;OG0002471_100-194;OG0002524_99-217,LOC107627879,LOC107618028;LOC107630888;LOC107617920,S14(2)->S13(2)->S12(2)->ARI(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
S14,ARI,No duplicate lost,NA,35,OG0000629_253-10;OG0000629_253-11;OG0000630_253-14;OG0000631_253-16;OG0000633_253-21;OG0000648_249-33;OG0000652_249-47;OG0000657_248-51;OG0000658_248-61;OG0000665_247-74;OG0000665_247-76;OG0001259_162-88;OG0001266_162-94;OG0001272_161-105;OG0001277_161-112;OG0001297_159-144;OG0001307_159-151;OG0001309_158-157;OG0001311_158-159;OG0001311_158-163;OG0001312_158-165;OG0001318_157-170;OG0001319_157-174;OG0002447_101-182;OG0002451_101-184;OG0002462_100-185;OG0002466_100-190;OG0002470_100-193;OG0002471_100-195;OG0002498_99-202;OG0002521_99-212;OG0004434_65-222;OG0004474_64-229;OG0004485_64-232;OG0004493_64-235,LOC107647031;LOC107618360;LOC107637622;LOC107630983;LOC107628103;LOC107644247;LOC107648706;LOC107613170;LOC107617295;LOC107613682;LOC107623790;LOC107630136;LOC107639238;LOC107608332;LOC107617942;LOC107642500;LOC107632348;LOC107630096;LOC107630361;LOC107606332;LOC107613245;LOC107613325;LOC107617664;LOC107642466;LOC107606367;LOC107631498;LOC107609458;LOC107609748;LOC107606111;LOC107627844;LOC107644659;LOC107618163;LOC107642455;LOC107630150;LOC107630142,LOC107628609;LOC107614361;LOC107637528;LOC107622775;LOC107635065;LOC107631779;LOC107625212;LOC107630000;LOC107612802;LOC107630086;LOC107634638;LOC107613520;LOC107638974;LOC107637248;LOC107612659;LOC107624847;LOC107613519;LOC107612107;LOC107643026;LOC107605552;LOC107630835;LOC107633517;LOC107646072;LOC107619869;LOC107605621;LOC107639121;LOC107637010;LOC107624884;LOC107607381;LOC107639785;LOC107618123;LOC107642965;LOC107623358;LOC107627577;LOC107628231,S14(2)->S13(2)->S12(2)->ARI(2),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
S13,ARI,Lost after S12,S12,17,OG0000648_249-35;OG0000665_247-70;OG0001266_162-93;OG0001270_161-103;OG0001280_161-118;OG0001297_159-133;OG0001297_159-137;OG0001297_159-141;OG0001311_158-161;OG0001318_157-169;OG0002437_101-177;OG0002447_101-181;OG0004390_65-219;OG0004434_65-221;OG0004445_65-224;OG0004506_64-238;OG0004506_64-240,LOC107638965;LOC107615573;LOC107639238;LOC107609950;LOC107638629;LOC107613081;LOC107613595;LOC107624847;LOC107648431;LOC107617814;LOC107612912;LOC107642466;LOC107625101;LOC107618163;LOC107625159;LOC107625463;LOC107625401,NA,S13(2)->S12(2)->ARI(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
S13,ARI,Lost after S12,S12,4,OG0001297_159-132;OG0002464_100-187;OG0002519_99-209;OG0004434_65-220,NA,NA,S13(2)->S12(2)->ARI(0),0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
S13,ARI,No duplicate lost,NA,44,OG0000622_254-2;OG0000630_253-13;OG0000630_253-15;OG0000637_252-26;OG0000651_249-40;OG0000658_248-59;OG0000658_248-60;OG0000665_247-69;OG0000665_247-71;OG0000665_247-72;OG0001260_162-91;OG0001267_162-98;OG0001285_160-121;OG0001294_159-126;OG0001297_159-134;OG0001297_159-135;OG0001297_159-136;OG0001297_159-138;OG0001297_159-139;OG0001297_159-140;OG0001297_159-142;OG0001297_159-143;OG0001309_158-156;OG0001311_158-162;OG0002437_101-176;OG0002449_101-183;OG0002464_100-188;OG0002466_100-189;OG0002485_100-198;OG0002485_100-199;OG0002511_99-207;OG0002521_99-210;OG0002521_99-211;OG0004390_65-218;OG0004444_65-223;OG0004445_65-225;OG0004452_65-226;OG0004478_64-230;OG0004478_64-231;OG0004491_64-233;OG0004506_64-239;OG0007968_40-241;OG0008026_40-242;OG0008026_40-243,LOC107619373;LOC107609322;LOC107634525;LOC107635616;LOC107616883;LOC107617295;LOC107615573;LOC107621489;LOC107616854;LOC107605189;LOC107632314;LOC107607890;LOC107611433;LOC107613594;LOC107624847;LOC107612107;LOC107647457;LOC107630415;LOC107604938;LOC107606541;LOC107637010;LOC107608030;LOC107625816;LOC107618688;LOC107644704;LOC107644659;LOC107613184;LOC107622481;LOC107622510;LOC107618535;LOC107622226;LOC107604707;LOC107625933;LOC107625401;LOC107609158;LOC107645657,LOC107619374;LOC107637622;LOC107642231;LOC110271140;LOC107617208;LOC107617297;LOC107617300;LOC107615793;LOC107621489;LOC107617152;LOC107627297;LOC107605190;LOC107645251;LOC107642289;LOC107613081;LOC107611443;LOC107614303;LOC107613595;LOC107614405;LOC107613594;LOC107646191;LOC107624847;LOC107613854;LOC107648431;LOC107645984;LOC107634256;LOC107643561;LOC107637012;LOC107634340;LOC107619086;LOC107630732;LOC110272166;LOC107644704;LOC107625101;LOC107625307;LOC107625159;LOC107633544;LOC107623999;LOC107622226;LOC107625966;LOC107625463;LOC107613726;LOC110263152;LOC107646021,S13(2)->S12(2)->ARI(2),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
S12,ARI,No duplicate lost,NA,3,OG0000665_247-75;OG0001266_162-92;OG0002485_100-197,LOC107623790;LOC107644121;LOC107634340,LOC107627767;LOC107644137;LOC107648300,S12(2)->ARI(2),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
S28,ASP,Lost after S28,S28,2,OG0000665_247-78;OG0004491_64-234,NA,ASP_0021090;ASP_0012939,S28(2)->S27(1)->S26(1)->S25(1)->S24(1)->S23(1)->S22(1)->S2(1)->ASP(1),1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S28,ASP,Lost after S27,S27,1,OG0001267_162-102,NA,ASP_0012905,S28(2)->S27(2)->S26(1)->S25(1)->S24(1)->S23(1)->S22(1)->S2(1)->ASP(1),1,2,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S27,ASP,Lost after S26,S26,1,OG0000652_249-50,NA,ASP_0017851,S27(2)->S26(2)->S25(1)->S24(1)->S23(1)->S22(1)->S2(1)->ASP(1),1,NA,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S27,ASP,Lost after S25,S25,2,OG0001259_162-90;OG0002498_99-203,NA,ASP_0024647;ASP_0011881,S27(2)->S26(2)->S25(2)->S24(1)->S23(1)->S22(1)->S2(1)->ASP(1),1,NA,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S27,ASP,Lost after S24,S24,1,OG0001267_162-101,NA,ASP_0012905,S27(2)->S26(2)->S25(2)->S24(2)->S23(1)->S22(1)->S2(1)->ASP(1),1,NA,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
