GD Event Node,GD Subclade Count,GD Subclade A,GD Subclade B,Tree ID,GD ID,End Species,Final Copy Number,Loss Summary,GD Loss Path,S28,S27,S26,S25,S24,S23,S22,S21,S20,S19,S18,S17,S16,S15,S14,S13,S12,S11,S10,S9,S8,S7,S6,S5,S4,S3,S2,S1,S0,DUN,CHL,MAR,CER,GIN,AMB,NYM,BRA,ORY,ASP,CIN,LIR,AQU,COF,SOL,MIM,HEL,ACT,VIT,POP,ARA,PRU,CUC,PHA,GLY,MED,ARH,ARI,ARD,CEC
S14,37,arharahy.Tifrunner.gnm1.Arahy.05g02793,arharahy.Tifrunner.gnm1.Arahy.13g04389,OG0000648_249,33,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.08g01658,arharahy.Tifrunner.gnm1.Arahy.13g01570,OG0000657_248,51,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.09g00444,arharahy.Tifrunner.gnm1.Arahy.18g00210,OG0000658_248,61,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.08g02119,arharahy.Tifrunner.gnm1.Arahy.13g02082,OG0000665_247,74,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.10g00336,arharahy.Tifrunner.gnm1.Arahy.13g03760,OG0000665_247,76,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.13g01991,arharahy.Tifrunner.gnm1.Arahy.08g01962,OG0001259_162,88,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.01g02670,arharahy.Tifrunner.gnm1.Arahy.14g01102,OG0001266_162,94,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.07g01185,arharahy.Tifrunner.gnm1.Arahy.11g00248,OG0001272_161,105,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.09g00505,arharahy.Tifrunner.gnm1.Arahy.07g01791,OG0001277_161,112,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.01g02275,arharahy.Tifrunner.gnm1.Arahy.08g02301,OG0001297_159,144,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.14g03725,arharahy.Tifrunner.gnm1.Arahy.19g03431,OG0001307_159,150,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.13g00518,arharahy.Tifrunner.gnm1.Arahy.18g00440,OG0001307_159,151,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.13g02065,arharahy.Tifrunner.gnm1.Arahy.08g02076,OG0001309_158,157,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.01g01599,arharahy.Tifrunner.gnm1.Arahy.05g01046,OG0001311_158,159,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.08g01025,arharahy.Tifrunner.gnm1.Arahy.06g03145,OG0001311_158,163,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.08g02955,arharahy.Tifrunner.gnm1.Arahy.13g03303,OG0001312_158,165,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.08g02935,arharahy.Tifrunner.gnm1.Arahy.13g03329,OG0001318_157,170,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.09g01122,arharahy.Tifrunner.gnm1.Arahy.06g00726,OG0001319_157,174,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.05g00333,arharahy.Tifrunner.gnm1.Arahy.01g01005,OG0002447_101,182,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.08g01089,arharahy.Tifrunner.gnm1.Arahy.06g03242,OG0002451_101,184,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.13g04715,arharahy.Tifrunner.gnm1.Arahy.14g01374,OG0002462_100,185,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.07g01419,arharahy.Tifrunner.gnm1.Arahy.05g02800,OG0002466_100,190,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.07g00255,arharahy.Tifrunner.gnm1.Arahy.11g00768,OG0002470_100,193,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.12g02864,arharahy.Tifrunner.gnm1.Arahy.10g03191,OG0002471_100,194,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.08g00754,arharahy.Tifrunner.gnm1.Arahy.08g01146,OG0002471_100,195,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.12g02817,arharahy.Tifrunner.gnm1.Arahy.14g02642,OG0002498_99,202,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.05g02153,arharahy.Tifrunner.gnm1.Arahy.09g01885,OG0002521_99,212,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.05g02195,arharahy.Tifrunner.gnm1.Arahy.09g01945,OG0002524_99,217,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.01g01680,arharahy.Tifrunner.gnm1.Arahy.05g00973,OG0004434_65,222,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.05g00278,arharahy.Tifrunner.gnm1.Arahy.01g01050,OG0004474_64,229,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.13g01968,arharahy.Tifrunner.gnm1.Arahy.08g01939,OG0004485_64,232,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S14,37,arharahy.Tifrunner.gnm1.Arahy.13g01975,arharahy.Tifrunner.gnm1.Arahy.08g01945,OG0004493_64,235,ARH,2,No duplicate lost,S14(2)->S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S13,1,arharahy.Tifrunner.gnm1.Arahy.08g02301,NA,OG0001297_159,135,ARH,1,Lost after S12,S13(2)->S12(2)->ARH(1),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
S13,64,arharahy.Tifrunner.gnm1.Arahy.09g03166,arharahy.Tifrunner.gnm1.Arahy.19g03447,OG0000622_254,2,ARH,2,No duplicate lost,S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S13,64,arharahy.Tifrunner.gnm1.Arahy.07g01299,arharahy.Tifrunner.gnm1.Arahy.01g02850,OG0000630_253,13,ARH,2,No duplicate lost,S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S13,64,arharahy.Tifrunner.gnm1.Arahy.07g02419,arharahy.Tifrunner.gnm1.Arahy.05g03557,OG0000630_253,15,ARH,2,No duplicate lost,S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S13,64,arharahy.Tifrunner.gnm1.Arahy.14g03686,arharahy.Tifrunner.gnm1.Arahy.14g02104,OG0000637_252,26,ARH,2,No duplicate lost,S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S13,64,arharahy.Tifrunner.gnm1.Arahy.14g01087,arharahy.Tifrunner.gnm1.Arahy.03g01143,OG0000648_249,35,ARH,2,No duplicate lost,S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S13,64,arharahy.Tifrunner.gnm1.Arahy.09g00157,arharahy.Tifrunner.gnm1.Arahy.18g00063,OG0000651_249,40,ARH,2,No duplicate lost,S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S13,64,arharahy.Tifrunner.gnm1.Arahy.09g00448,arharahy.Tifrunner.gnm1.Arahy.09g00445,OG0000658_248,59,ARH,2,No duplicate lost,S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S13,64,arharahy.Tifrunner.gnm1.Arahy.09g00445,arharahy.Tifrunner.gnm1.Arahy.09g00444,OG0000658_248,60,ARH,2,No duplicate lost,S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S13,64,arharahy.Tifrunner.gnm1.Arahy.19g02052,arharahy.Tifrunner.gnm1.Arahy.10g02178,OG0000665_247,69,ARH,2,No duplicate lost,S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S13,64,arharahy.Tifrunner.gnm1.Arahy.10g02178,arharahy.Tifrunner.gnm1.Arahy.07g01487,OG0000665_247,70,ARH,2,No duplicate lost,S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S13,64,arharahy.Tifrunner.gnm1.Arahy.04g02882,arharahy.Tifrunner.gnm1.Arahy.20g02850,OG0000665_247,71,ARH,2,No duplicate lost,S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S13,64,arharahy.Tifrunner.gnm1.Arahy.04g02882,arharahy.Tifrunner.gnm1.Arahy.09g02693,OG0000665_247,72,ARH,2,No duplicate lost,S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S13,64,arharahy.Tifrunner.gnm1.Arahy.09g00428,arharahy.Tifrunner.gnm1.Arahy.12g01651,OG0001260_162,91,ARH,2,No duplicate lost,S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S13,64,arharahy.Tifrunner.gnm1.Arahy.10g00023,arharahy.Tifrunner.gnm1.Arahy.01g02670,OG0001266_162,93,ARH,2,No duplicate lost,S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S13,64,arharahy.Tifrunner.gnm1.Arahy.16g03286,arharahy.Tifrunner.gnm1.Arahy.16g03282,OG0001267_162,98,ARH,2,No duplicate lost,S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
S13,64,arharahy.Tifrunner.gnm1.Arahy.10g02522,arharahy.Tifrunner.gnm1.Arahy.08g00154,OG0001270_161,103,ARH,2,No duplicate lost,S13(2)->S12(2)->ARH(2),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
